ui name,user intent,capability,java controler name,description,api name,end point
AllCategories Module,Add Category,AllCategories,AllCategoriesController,Auto-generated OpenAPI description for Add Category,addCategory,/api/v1/all-categories/category/add
AllCategories Module,Add Type,AllCategories,AllCategoriesController,Auto-generated OpenAPI description for Add Type,addType,/api/v1/all-categories/type/add
AllCategories Module,Get All,AllCategories,AllCategoriesController,Auto-generated OpenAPI description for Get All,getAll,/api/v1/all-categories/all
HelpDeskCategory Module,Create Category,HelpDeskCategory,HelpDeskCategoryController,Auto-generated OpenAPI description for Create Category,createCategory,/api/v1/helpdesk-categories/create
HelpDeskCategory Module,Get Categories,HelpDeskCategory,HelpDeskCategoryController,Auto-generated OpenAPI description for Get Categories,getCategories,/api/v1/helpdesk-categories/by-team-type
HelpDeskCategory Module,Create Sub Cat,HelpDeskCategory,HelpDeskCategoryController,Auto-generated OpenAPI description for Create Sub Cat,createSubCat,/api/v1/helpdesk-categories/{categoryId}/subcategories/create
HelpDeskCategory Module,Get Sub Categories,HelpDeskCategory,HelpDeskCategoryController,Auto-generated OpenAPI description for Get Sub Categories,getSubCategories,/api/v1/helpdesk-categories/{categoryId}/subcategories
HelpDeskCategory Module,Get Categories By Ticket Type,HelpDeskCategory,HelpDeskCategoryController,Auto-generated OpenAPI description for Get Categories By Ticket Type,getCategoriesByTicketType,/api/v1/helpdesk-categories/ticket-type
HelpDeskCategory Module,Get All Ticket Types,HelpDeskCategory,HelpDeskCategoryController,Auto-generated OpenAPI description for Get All Ticket Types,getAllTicketTypes,/api/v1/helpdesk-categories/ticket-types
Workflow Module,Upload Workflow Document,Workflow,WorkflowController,Auto-generated OpenAPI description for Upload Workflow Document,uploadWorkflowDocument,/api/v1/workflow/upload
Workflow Module,Get Employee Documents,Workflow,WorkflowController,Auto-generated OpenAPI description for Get Employee Documents,getEmployeeDocuments,/api/v1/workflow/documents
Workflow Module,Get Employee Documents By Year,Workflow,WorkflowController,Auto-generated OpenAPI description for Get Employee Documents By Year,getEmployeeDocumentsByYear,/api/v1/workflow/documents/by-year
Workflow Module,View Document,Workflow,WorkflowController,Auto-generated OpenAPI description for View Document,viewDocument,/api/v1/workflow/document/{id}/view
Workflow Module,Download Document,Workflow,WorkflowController,Auto-generated OpenAPI description for Download Document,downloadDocument,/api/v1/workflow/document/{id}/download
Workflow Module,Validate Employee Ids,Workflow,WorkflowController,Auto-generated OpenAPI description for Validate Employee Ids,validateEmployeeIds,/api/v1/workflow/validate-employee-ids
Workflow Module,Delete Document,Workflow,WorkflowController,Auto-generated OpenAPI description for Delete Document,deleteDocument,/api/v1/workflow/document/{id}
Employee Module,Get Employee By Employee Id,Employee,EmployeeController,Auto-generated OpenAPI description for Get Employee By Employee Id,getEmployeeByEmployeeId,/api/employees/{employeeId}
Employee Module,Bulk Onboard Employees,Employee,EmployeeController,Auto-generated OpenAPI description for Bulk Onboard Employees,bulkOnboardEmployees,/api/employees/bulk-onboard
Employee Module,Update Employee Profile,Employee,EmployeeController,Auto-generated OpenAPI description for Update Employee Profile,updateEmployeeProfile,/api/employees/{employeeId}
Employee Module,Update Employee Bank Details,Employee,EmployeeController,Auto-generated OpenAPI description for Update Employee Bank Details,updateEmployeeBankDetails,/api/employees/{employeeId}/bank-details
Employee Module,Validate Employee Ids,Employee,EmployeeController,Auto-generated OpenAPI description for Validate Employee Ids,validateEmployeeIds,/api/employees/validate
Employee Module,Get Master Data Report,Employee,EmployeeController,Auto-generated OpenAPI description for Get Master Data Report,getMasterDataReport,/api/employees/master-data-report
Employee Module,Get Distinct Roles,Employee,EmployeeController,Auto-generated OpenAPI description for Get Distinct Roles,getDistinctRoles,/api/employees/distinct-roles
Employee Module,Get Distinct Work Locations,Employee,EmployeeController,Auto-generated OpenAPI description for Get Distinct Work Locations,getDistinctWorkLocations,/api/employees/distinct-locations
Employee Module,Get Distinct Genders,Employee,EmployeeController,Auto-generated OpenAPI description for Get Distinct Genders,getDistinctGenders,/api/employees/distinct-genders
Employee Module,Get Distinct Departments,Employee,EmployeeController,Auto-generated OpenAPI description for Get Distinct Departments,getDistinctDepartments,/api/employees/distinct-departments
Employee Module,Get Employee Personal Details,Employee,EmployeeController,Auto-generated OpenAPI description for Get Employee Personal Details,getEmployeePersonalDetails,/api/employees/{employeeId}/personal-details
Employee Module,Update Employee Personal Details,Employee,EmployeeController,Auto-generated OpenAPI description for Update Employee Personal Details,updateEmployeePersonalDetails,/api/employees/{employeeId}/personal-details
Payroll Module,Generate Payslips For All,Payroll,PayrollController,Auto-generated OpenAPI description for Generate Payslips For All,generatePayslipsForAll,/api/payroll/generate-payslips
Payroll Module,Generate Payslip For Employee,Payroll,PayrollController,Auto-generated OpenAPI description for Generate Payslip For Employee,generatePayslipForEmployee,/api/payroll/generate-payslip/{employeeId}
Payroll Module,Get All Payslips,Payroll,PayrollController,Auto-generated OpenAPI description for Get All Payslips,getAllPayslips,/api/payroll/payslips
Payroll Module,Get Payslip By Id,Payroll,PayrollController,Auto-generated OpenAPI description for Get Payslip By Id,getPayslipById,/api/payroll/payslips/{id}
Payroll Module,Get Payslips By Employee,Payroll,PayrollController,Auto-generated OpenAPI description for Get Payslips By Employee,getPayslipsByEmployee,/api/payroll/payslips/employee/{employeeId}
Payroll Module,Get Payslips By Month Year,Payroll,PayrollController,Auto-generated OpenAPI description for Get Payslips By Month Year,getPayslipsByMonthYear,/api/payroll/payslips/month/{month}/year/{year}
Payroll Module,If,Payroll,PayrollController,Auto-generated OpenAPI description for If,downloadPayslipPdf,/api/payroll/payslip/{id}/pdf
Payroll Module,Delete Payslip,Payroll,PayrollController,Auto-generated OpenAPI description for Delete Payslip,deletePayslip,/api/payroll/payslips/{id}
Payroll Module,Upload Salary Config Excel,Payroll,PayrollController,Auto-generated OpenAPI description for Upload Salary Config Excel,uploadSalaryConfigExcel,/api/payroll/salary-config/bulk-excel
Payroll Module,Release Payslips,Payroll,PayrollController,Auto-generated OpenAPI description for Release Payslips,releasePayslips,/api/payroll/release-payslips
Payroll Module,Open Payslip With Password,Payroll,PayrollController,Auto-generated OpenAPI description for Open Payslip With Password,openPayslipWithPassword,/api/payroll/payslip/{id}/open
Payroll Module,API Endpoint,Payroll,PayrollController,Auto-generated OpenAPI description,downloadSalaryConfigTemplate,/api/payroll/salary-config/template
Payroll Module,Config Exists For Month Year,Payroll,PayrollController,Auto-generated OpenAPI description for Config Exists For Month Year,configExistsForMonthYear,/api/payroll/salary-config/exist
Payroll Module,Do Payslips Exist,Payroll,PayrollController,Auto-generated OpenAPI description for Do Payslips Exist,doPayslipsExist,/api/payroll/payslips/exist
TestRounding Module,Test Rounding,TestRounding,TestRoundingController,Auto-generated OpenAPI description for Test Rounding,testRounding,/api/test/round
AssetMaster Module,API Endpoint,AssetMaster,AssetMasterController,Auto-generated OpenAPI description,downloadTemplate,/api/assets/template
AssetMaster Module,Import Assets,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Import Assets,importAssets,/api/assets/import
AssetMaster Module,Get Asset By Id,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Get Asset By Id,getAssetById,/api/assets/{id}
AssetMaster Module,Update Asset,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Update Asset,updateAsset,/api/assets/{id}
AssetMaster Module,Update Status,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Update Status,updateStatus,/api/assets/{id}/status
AssetMaster Module,Get Dashboard Data,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Get Dashboard Data,getDashboardData,/api/assets/dashboard-data
AssetMaster Module,Get Available Assets,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Get Available Assets,getAvailableAssets,/api/assets/available
AssetMaster Module,Delete Asset,AssetMaster,AssetMasterController,Auto-generated OpenAPI description for Delete Asset,deleteAsset,/api/assets/{id}
ITDeclaration Module,Save Or Update,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Save Or Update,saveOrUpdate,/api/it-declarations/{employeeId}
ITDeclaration Module,Get By Employee,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Get By Employee,getByEmployee,/api/it-declarations/{employeeId}
ITDeclaration Module,Get By Employee And Year,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Get By Employee And Year,getByEmployeeAndYear,/api/it-declarations/{employeeId}/{financialYear}
ITDeclaration Module,Get All,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Get All,getAll,/api/it-declarations/all
ITDeclaration Module,Get By Status,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Get By Status,getByStatus,/api/it-declarations/status/{status}
ITDeclaration Module,Update Status,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Update Status,updateStatus,/api/it-declarations/{id}/status
ITDeclaration Module,Is Finance Person,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Is Finance Person,isFinancePerson,/api/it-declarations/is-finance/{employeeId}
ITDeclaration Module,Get Finance Declarations,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Get Finance Declarations,getFinanceDeclarations,/api/it-declarations/finance/{financeId}
ITDeclaration Module,Get Finance Declaration View,ITDeclaration,ITDeclarationController,Auto-generated OpenAPI description for Get Finance Declaration View,getFinanceDeclarationView,/api/it-declarations/finance/view/{employeeId}/{financialYear}
